Downloaded from https://mol.org on Oct 3, 2021. Inclusive species list based on approximate intersections with Political boundary polygon for the Mexico region. 


"Scientific Name","Common Name","Family","Taxonomic Group"
"Falco sparverius","American Kestrel","Falconidae","Birds"
"Oceanodroma melania","Black Storm-Petrel","Hydrobatidae","Birds"
"Melozone kieneri","Rusty-Crowned Ground-Sparrow","Emberizidae","Birds"
"Empidonax virescens","Acadian Flycatcher","Tyrannidae","Birds"
"Wilsonia canadensis","Canada Warbler","Parulidae","Birds"
"Microcerculus philomela","Nightingale Wren","Troglodytidae","Birds"
"Catharacta maccormicki","South Polar Skua","Stercorariidae","Birds"
"Charadrius semipalmatus","Semipalmated Plover","Charadriidae","Birds"
"Schiffornis turdina","Thrush-Like Schiffornis","Cotingidae","Birds"
"Molothrus ater","Brown-Headed Cowbird","Icteridae","Birds"
"Asio otus","Long-Eared Owl","Strigidae","Birds"
"Tyrannus dominicensis","Grey Kingbird","Tyrannidae","Birds"
"Lophodytes cucullatus","Hooded Merganser","Anatidae","Birds"
"Campylopterus rufus","Rufous Sabrewing","Trochilidae","Birds"
"Synallaxis erythrothorax","Rufous-Breasted Spinetail","Furnariidae","Birds"
"Chlidonias niger","Black Tern","Laridae","Birds"
"Campephilus guatemalensis","Pale-Billed Woodpecker","Picidae","Birds"
"Cyanocitta cristata","Blue Jay","Corvidae","Birds"
"Oceanites oceanicus","Wilson's Petrel","Hydrobatidae","Birds"
"Platalea ajaja","Roseate Spoonbill","Threskiornithidae","Birds"
"Sterna maxima","Royal Tern","Laridae","Birds"
"Sterna elegans","Elegant Tern","Laridae","Birds"
"Zoothera naevia","Varied Thrush","Turdidae","Birds"
"Passerina versicolor","Varied Bunting","Emberizidae","Birds"
"Recurvirostra americana","American Avocet","Recurvirostridae","Birds"
"Buteo lineatus","Red-Shouldered Hawk","Accipitridae","Birds"
"Catharus mexicanus","Black-Headed Nightingale-Thrush","Turdidae","Birds"
"Patagioenas speciosa","Scaled Pigeon","Columbidae","Birds"
"Xenotriccus mexicanus","Pileated Flycatcher","Tyrannidae","Birds"
"Anas discors","Blue-Winged Teal","Anatidae","Birds"
"Catharus guttatus","Hermit Thrush","Turdidae","Birds"
"Vermivora crissalis","Colima Warbler","Parulidae","Birds"
"Thryothorus pleurostictus","Banded Wren","Troglodytidae","Birds"
"Momotus momota","Blue-Crowned Motmot","Momotidae","Birds"
"Agamia agami","Agami Heron","Ardeidae","Birds"
"Falco rufigularis","Bat Falcon","Falconidae","Birds"
"Florisuga mellivora","White-Necked Jacobin","Trochilidae","Birds"
"Vireo nelsoni","Dwarf Vireo","Vireonidae","Birds"
"Arremonops chloronotus","Green-Backed Sparrow","Emberizidae","Birds"
"Limosa lapponica","Bar-Tailed Godwit","Scolopacidae","Birds"
"Trogon elegans","Elegant Trogon","Trogonidae","Birds"
"Lampornis amethystinus","Amethyst-Throated Hummingbird","Trochilidae","Birds"
"Coccothraustes abeillei","Hooded Grosbeak","Fringillidae","Birds"
"Trogon caligatus","Gartered Trogon","Trogonidae","Birds"
"Peucaea humeralis","Black Chested Sparrow","Passerellidae","Birds"
"Passer domesticus","House Sparrow","Passeridae","Birds"
"Icterus graduacauda","Audubon's Oriole","Icteridae","Birds"
"Calamospiza melanocorys","Lark Bunting","Emberizidae","Birds"
"Bucephala islandica","Barrow's Goldeneye","Anatidae","Birds"
"Parula pitiayumi","Olive-Backed Warbler","Parulidae","Birds"
"Larus glaucescens","Glaucous-Winged Gull","Laridae","Birds"
"Xiphorhynchus flavigaster","Ivory-Billed Woodcreeper","Dendrocolaptidae","Birds"
"Polioptila californica","California Gnatcatcher","Polioptilidae","Birds"
"Arremon aurantiirostris","Orange-Billed Sparrow","Emberizidae","Birds"
"Cyanocorax yncas","Green Jay","Corvidae","Birds"
"Parabuteo unicinctus","Harris' Hawk","Accipitridae","Birds"
"Catharus frantzii","Frantzius' Nightingale-Thrush","Turdidae","Birds"
"Parula americana","Northern Parula","Parulidae","Birds"
"Mimus graysoni","Socorro Mockingbird","Mimidae","Birds"
"Porzana carolina","Sora","Rallidae","Birds"
"Zonotrichia capensis","Rufous-Collared Sparrow","Emberizidae","Birds"
"Formicarius moniliger","Mayan Antthrush","Formicariidae","Birds"
"Cyanocorax beecheii","Purplish-Backed Jay","Corvidae","Birds"
"Protonotaria citrea","Prothonotary Warbler","Parulidae","Birds"
"Trogon violaceus","Violaceous Trogon","Trogonidae","Birds"
"Buteo albonotatus","Zone-Tailed Hawk","Accipitridae","Birds"
"Ramphocelus sanguinolentus","Crimson-Collared Tanager","Thraupidae","Birds"
"Aythya marila","Greater Scaup","Anatidae","Birds"
"Catherpes mexicanus","Canyon Wren","Troglodytidae","Birds"
"Larus fuscus","Scandinavian Lesser Black-Backed Gull","Laridae","Birds"
"Hirundo rustica","Barn Swallow","Hirundinidae","Birds"
"Cyanolyca cucullata","Azure-Hooded Jay","Corvidae","Birds"
"Sturnella magna","Eastern Meadowlark","Icteridae","Birds"
"Vireo hypochryseus","Golden Vireo","Vireonidae","Birds"
"Taraba major","Great Antshrike","Thamnophilidae","Birds"
"Pseudobulweria rostrata","Tahiti Petrel","Procellariidae","Birds"
"Columbina talpacoti","Ruddy Ground-Dove","Columbidae","Birds"
"Dendroica virens","Black-Throated Green Warbler","Parulidae","Birds"
"Vermivora celata","Orange-Crowned Warbler","Parulidae","Birds"
"Aphelocoma unicolor","Unicoloured Jay","Corvidae","Birds"
"Thryothorus ludovicianus","Carolina Wren","Troglodytidae","Birds"
"Leptotila jamaicensis","White-Bellied Dove","Columbidae","Birds"
"Rhynchophanes mccownii","Mccown's Longspur","Calcariidae","Birds"
"Hylocharis xantusii","Xantus' Hummingbird","Trochilidae","Birds"
"Toxostoma crissale","Crissal Thrasher","Mimidae","Birds"
"Peucaea botterii","Botteri's Sparrow","Passerellidae","Birds"
"Larus livens","Yellow-Footed Gull","Laridae","Birds"
"Forpus cyanopygius","Mexican Parrotlet","Psittacidae","Birds"
"Campylorhynchus chiapensis","Giant Wren","Troglodytidae","Birds"
"Spizella atrogularis","Black-Chinned Sparrow","Emberizidae","Birds"
"Peucaea ruficauda","Stripe Headed Sparrow","Passerellidae","Birds"
"Patagioenas cayennensis","Pale Vented Pigeon","Columbidae","Birds"
"Jacana spinosa","Northern Jacana","Jacanidae","Birds"
"Pooecetes gramineus","Vesper Sparrow","Emberizidae","Birds"
"Pterodroma cookii","Cook's Petrel","Procellariidae","Birds"
"Himantopus mexicanus","Black-Necked Stilt","Recurvirostridae","Birds"
"Aimophila carpalis","Rufous-Winged Sparrow","Emberizidae","Birds"
"Larus minutus","Little Gull","Laridae","Birds"
"Icterus chrysater","Yellow-Backed Oriole","Icteridae","Birds"
"Aspatha gularis","Blue-Throated Motmot","Momotidae","Birds"
"Caprimulgus vociferus","Whip-Poor-Will","Caprimulgidae","Birds"
"Cyanolyca mirabilis","White-Throated Jay","Corvidae","Birds"
"Calcarius mccownii","Mccown's Longspur","Emberizidae","Birds"
"Chlorostilbon auriceps","Golden-Crowned Emerald","Trochilidae","Birds"
"Trogon mexicanus","Mountain Trogon","Trogonidae","Birds"
"Chordeiles minor","Common Nighthawk","Caprimulgidae","Birds"
"Phasianus colchicus","Common Pheasant","Phasianidae","Birds"
"Attila spadiceus","Bright-Rumped Attila","Tyrannidae","Birds"
"Patagioenas nigrirostris","Short-Billed Pigeon","Columbidae","Birds"
"Haplospiza rustica","Slaty Finch","Emberizidae","Birds"
"Catharus occidentalis","Russet Nightingale-Thrush","Turdidae","Birds"
"Rostrhamus sociabilis","Everglade Kite","Accipitridae","Birds"
"Aphelocoma ultramarina","Mexican Jay","Corvidae","Birds"
"Agelaius phoeniceus","Red-Winged Blackbird","Icteridae","Birds"
"Tyrannus verticalis","Western Kingbird","Tyrannidae","Birds"
"Anthus cervinus","Red-Throated Pipit","Motacillidae","Birds"
"Crotophaga sulcirostris","Groove-Billed Ani","Cuculidae","Birds"
"Heliomaster constantii","Plain-Capped Starthroat","Trochilidae","Birds"
"Chaetura pelagica","Chimney Swift","Apodidae","Birds"
"Vireo pallens","Mangrove Vireo","Vireonidae","Birds"
"Toxostoma longirostre","Long-Billed Thrasher","Mimidae","Birds"
"Icterus gularis","Altamira Oriole","Icteridae","Birds"
"Oreortyx pictus","Mountain Quail","Odontophoridae","Birds"
"Fulmarus glacialis","Fulmar","Procellariidae","Birds"
"Vermivora luciae","Lucy's Warbler","Parulidae","Birds"
"Cyrtonyx montezumae","Montezuma Quail","Odontophoridae","Birds"
"Dendroica discolor","Prairie Warbler","Parulidae","Birds"
"Icterus prosthemelas","Black-Cowled Oriole","Icteridae","Birds"
"Morphnus guianensis","Guiana Crested Eagle","Accipitridae","Birds"
"Lampornis viridipallens","Green-Throated Mountain-Gem","Trochilidae","Birds"
"Larus canus","Common Gull","Laridae","Birds"
"Vireo magister","Yucatan Vireo","Vireonidae","Birds"
"Pseudoscops clamator","Striped Owl","Strigidae","Birds"
"Geococcyx velox","Lesser Roadrunner","Cuculidae","Birds"
"Mimus gilvus","Tropical Mockingbird","Mimidae","Birds"
"Haliaeetus leucocephalus","Bald Eagle","Accipitridae","Birds"
"Melanerpes uropygialis","Gila Woodpecker","Picidae","Birds"
"Caprimulgus carolinensis","Chuck-Will's-Widow","Caprimulgidae","Birds"
"Amaurolimnas concolor","Uniform Crake","Rallidae","Birds"
"Dryocopus lineatus","Lineated Woodpecker","Picidae","Birds"
"Coragyps atratus","Black Vulture","Cathartidae","Birds"
"Aramus guarauna","Limpkin","Aramidae","Birds"
"Tringa melanoleuca","Greater Yellowlegs","Scolopacidae","Birds"
"Tyrannus savana","Fork-Tailed Flycatcher","Tyrannidae","Birds"
"Toxostoma redivivum","California Thrasher","Mimidae","Birds"
"Glaucidium griseiceps","Least Pygmy-Owl","Strigidae","Birds"
"Cyanocorax dickeyi","Tufted Jay","Corvidae","Birds"
"Steganopus tricolor","Wilson's Phalarope","Scolopacidae","Birds"
"Sayornis phoebe","Eastern Phoebe","Tyrannidae","Birds"
"Accipiter bicolor","Bicoloured Hawk","Accipitridae","Birds"
"Parkesia motacilla","Louisiana Waterthrush","Parulidae","Birds"
"Buteo regalis","Ferruginous Hawk","Accipitridae","Birds"
"Euptilotis neoxenus","Eared Trogon","Trogonidae","Birds"
"Certhia americana","American Creeper","Certhiidae","Birds"
"Bolborhynchus lineola","Barred Parakeet","Psittacidae","Birds"
"Ortalis wagleri","Rufous-Bellied Chachalaca","Cracidae","Birds"
"Colaptes rubiginosus","Golden-Olive Woodpecker","Picidae","Birds"
"Micrastur semitorquatus","Collared Forest-Falcon","Falconidae","Birds"
"Cyclarhis gujanensis","Rufous-Browed Peppershrike","Vireonidae","Birds"
"Calidris mauri","Western Sandpiper","Scolopacidae","Birds"
"Micrathene whitneyi","Elf Owl","Strigidae","Birds"
"Toxostoma ocellatum","Ocellated Thrasher","Mimidae","Birds"
"Crypturellus soui","Little Tinamou","Tinamidae","Birds"
"Icterus bullockii","Bullock's Oriole","Icteridae","Birds"
"Phoebastria nigripes","Black Footed Albatross","Diomedeidae","Birds"
"Charadrius montanus","Mountain Plover","Charadriidae","Birds"
"Tyto alba","Barn Owl","Tytonidae","Birds"
"Thamnistes anabatinus","Russet Antshrike","Thamnophilidae","Birds"
"Zonotrichia albicollis","White-Throated Sparrow","Emberizidae","Birds"
"Dendrortyx leucophrys","Buffy-Crowned Wood-Partridge","Odontophoridae","Birds"
"Ammodramus savannarum","Grasshopper Sparrow","Emberizidae","Birds"
"Ortalis vetula","Plain Chachalaca","Cracidae","Birds"
"Caprimulgus salvini","Tawny Collared Nightjar","Caprimulgidae","Birds"
"Chondrohierax uncinatus","Hook-Billed Kite","Accipitridae","Birds"
"Cairina moschata","Muscovy Duck","Anatidae","Birds"
"Sporophila minuta","Ruddy-Breasted Seedeater","Emberizidae","Birds"
"Bucephala albeola","Bufflehead","Anatidae","Birds"
"Falco deiroleucus","Orange-Breasted Falcon","Falconidae","Birds"
"Melanerpes hypopolius","Grey-Breasted Woodpecker","Picidae","Birds"
"Melanotis caerulescens","Blue Mockingbird","Mimidae","Birds"
"Troglodytes troglodytes","Winter Wren","Troglodytidae","Birds"
"Falco peregrinus","Peregrine Falcon","Falconidae","Birds"
"Calothorax lucifer","Lucifer Hummingbird","Trochilidae","Birds"
"Vireo bellii","Bell's Vireo","Vireonidae","Birds"
"Terenotriccus erythrurus","Ruddy-Tailed Flycatcher","Tyrannidae","Birds"
"Sterna caspia","Caspian Tern","Laridae","Birds"
"Picoides nuttallii","Nuttall's Woodpecker","Picidae","Birds"
"Claravis mondetoura","Maroon-Chested Ground-Dove","Columbidae","Birds"
"Mimus polyglottos","Northern Mockingbird","Mimidae","Birds"
"Limnodromus scolopaceus","Long-Billed Dowitcher","Scolopacidae","Birds"
"Zonotrichia querula","Harris' Sparrow","Emberizidae","Birds"
"Picoides villosus","Hairy Woodpecker","Picidae","Birds"
"Piranga leucoptera","White-Winged Tanager","Cardinalidae","Birds"
"Aechmophorus occidentalis","Western Grebe","Podicipedidae","Birds"
"Gavia pacifica","Pacific Loon","Gaviidae","Birds"
"Lanio aurantius","Black-Throated Shrike-Tanager","Thraupidae","Birds"
"Picoides fumigatus","Smoky Brown Woodpecker","Picidae","Birds"
"Rallus longirostris","Clapper Rail","Rallidae","Birds"
"Sturnus vulgaris","Common Starling","Sturnidae","Birds"
"Icterus galbula","Baltimore Oriole","Icteridae","Birds"
"Progne subis","Purple Martin","Hirundinidae","Birds"
"Lophostrix cristata","Crested Owl","Strigidae","Birds"
"Ergaticus versicolor","Pink-Headed Warbler","Parulidae","Birds"
"Harpyhaliaetus solitarius","Solitary Eagle","Accipitridae","Birds"
"Carduelis notata","Black-Headed Siskin","Fringillidae","Birds"
"Basileuterus culicivorus","Golden-Crowned Warbler","Parulidae","Birds"
"Icterus cucullatus","Hooded Oriole","Icteridae","Birds"
"Spizella pusilla","Field Sparrow","Emberizidae","Birds"
"Pheucticus chrysopeplus","Yellow Grosbeak","Cardinalidae","Birds"
"Dolichonyx oryzivorus","Bobolink","Icteridae","Birds"
"Larus heermanni","Heermann's Gull","Laridae","Birds"
"Glaucidium palmarum","Colima Pygmy Owl","Strigidae","Birds"
"Sula granti","Nazca Booby","Sulidae","Birds"
"Cyanocorax yucatanicus","Yucatan Jay","Corvidae","Birds"
"Catharus ustulatus","Swainson's Thrush","Turdidae","Birds"
"Anas penelope","Eurasian Wigeon","Anatidae","Birds"
"Dendroica pensylvanica","Chestnut-Sided Warbler","Parulidae","Birds"
"Pipilo fuscus","Canyon Towhee","Emberizidae","Birds"
"Cyanocorax morio","Brown Jay","Corvidae","Birds"
"Melanerpes pucherani","Black-Cheeked Woodpecker","Picidae","Birds"
"Bartramia longicauda","Upland Sandpiper","Scolopacidae","Birds"
"Caprimulgus badius","Yucatan Nightjar","Caprimulgidae","Birds"
"Pipilo erythrophthalmus","Eastern Towhee","Emberizidae","Birds"
"Sterna antillarum","Least Tern","Laridae","Birds"
"Colaptes auricularis","Grey Crowned Woodpecker","Picidae","Birds"
"Amazona auropalliata","Yellow-Naped Amazon","Psittacidae","Birds"
"Aimophila sumichrasti","Cinnamon-Tailed Sparrow","Emberizidae","Birds"
"Melanerpes chrysogenys","Golden-Cheeked Woodpecker","Picidae","Birds"
"Progne chalybea","Grey-Breasted Martin","Hirundinidae","Birds"
"Ramphocaenus melanurus","Long-Billed Gnatwren","Polioptilidae","Birds"
"Tiaris olivaceus","Yellow Faced Grassquit","Emberizidae","Birds"
"Habia fuscicauda","Red-Throated Ant-Tanager","Cardinalidae","Birds"
"Loxia curvirostra","Red Crossbill","Fringillidae","Birds"
"Onychorhynchus coronatus","Royal Flycatcher","Tyrannidae","Birds"
"Picoides stricklandi","Strickland's Woodpecker","Picidae","Birds"
"Passerella iliaca","Fox Sparrow","Emberizidae","Birds"
"Elanoides forficatus","Swallow-Tailed Kite","Accipitridae","Birds"
"Cardellina rubrifrons","Red-Faced Warbler","Parulidae","Birds"
"Arenaria melanocephala","Black Turnstone","Scolopacidae","Birds"
"Tyrannus crassirostris","Thick-Billed Kingbird","Tyrannidae","Birds"
"Glyphorynchus spirurus","Wedge Billed Woodcreeper","Dendrocolaptidae","Birds"
"Dendrortyx barbatus","Bearded Wood-Partridge","Odontophoridae","Birds"
"Larus argentatus","Herring Gull","Laridae","Birds"
"Circus cyaneus","Hen Harrier","Accipitridae","Birds"
"Colibri thalassinus","Green Violet-Ear","Trochilidae","Birds"
"Myiarchus tyrannulus","Brown-Crested Flycatcher","Tyrannidae","Birds"
"Toxostoma rufum","Brown Thrasher","Mimidae","Birds"
"Mycteria americana","Wood Stork","Ciconiidae","Birds"
"Panyptila cayennensis","Lesser Swallow-Tailed Swift","Apodidae","Birds"
"Zenaida graysoni","Socorro Dove","Columbidae","Birds"
"Puffinus griseus","Sooty Shearwater","Procellariidae","Birds"
"Carduelis lawrencei","Lawrence's Goldfinch","Fringillidae","Birds"
"Tringa flavipes","Lesser Yellow-Legs","Scolopacidae","Birds"
"Tapera naevia","Striped Cuckoo","Cuculidae","Birds"
"Spiza americana","Dickcissel","Cardinalidae","Birds"
"Glaucidium sanchezi","Tamaulipas Pygmy Owl","Strigidae","Birds"
"Eupherusa eximia","Stripe-Tailed Hummingbird","Trochilidae","Birds"
"Amazilia rutila","Cinnamon Hummingbird","Trochilidae","Birds"
"Vermivora virginiae","Virginia's Warbler","Parulidae","Birds"
"Puffinus carneipes","Flesh-Footed Shearwater","Procellariidae","Birds"
"Coccothraustes vespertinus","Evening Grosbeak","Fringillidae","Birds"
"Campylorhynchus yucatanicus","Yucatan Wren","Troglodytidae","Birds"
"Junco hyemalis","Dark-Eyed Junco","Emberizidae","Birds"
"Aimophila cassinii","Cassin's Sparrow","Emberizidae","Birds"
"Numenius borealis","Eskimo Curlew","Scolopacidae","Birds"
"Cypseloides niger","Black Swift","Apodidae","Birds"
"Buteo jamaicensis","Red-Tailed Hawk","Accipitridae","Birds"
"Oceanodroma leucorhoa","Leach's Storm-Petrel","Hydrobatidae","Birds"
"Automolus ochrolaemus","Buff-Throated Foliage-Gleaner","Furnariidae","Birds"
"Tympanuchus cupido","Greater Prairie-Chicken","Phasianidae","Birds"
"Mitrephanes phaeocercus","Tufted Flycatcher","Tyrannidae","Birds"
"Cyanocompsa cyanoides","Blue-Black Grosbeak","Cardinalidae","Birds"
"Granatellus venustus","Red-Breasted Chat","Cardinalidae","Birds"
"Busarellus nigricollis","Black-Collared Hawk","Accipitridae","Birds"
"Tinamus major","Great Tinamou","Tinamidae","Birds"
"Rallus limicola","Virginia Rail","Rallidae","Birds"
"Setophaga ruticilla","American Redstart","Parulidae","Birds"
"Selasphorus platycercus","Broad-Tailed Hummingbird","Trochilidae","Birds"
"Glaucidium californicum","California Pygmy-Owl","Strigidae","Birds"
"Aythya affinis","Lesser Scaup","Anatidae","Birds"
"Phalaropus lobatus","Red-Necked Phalarope","Scolopacidae","Birds"
"Piranga roseogularis","Rose-Throated Tanager","Cardinalidae","Birds"
"Dendroica coronata","Yellow-Rumped Warbler","Parulidae","Birds"
"Peucaea carpalis","Rufous Winged Sparrow","Passerellidae","Birds"
"Polioptila albiloris","White Lored Gnatcatcher","Polioptilidae","Birds"
"Jabiru mycteria","Jabiru","Ciconiidae","Birds"
"Myiopagis viridicata","Greenish Elaenia","Tyrannidae","Birds"
"Nucifraga columbiana","Clark's Nutcracker","Corvidae","Birds"
"Botaurus lentiginosus","American Bittern","Ardeidae","Birds"
"Spizella passerina","Chipping Sparrow","Emberizidae","Birds"
"Calidris bairdii","Baird's Sandpiper","Scolopacidae","Birds"
"Toxostoma guttatum","Cozumel Thrasher","Mimidae","Birds"
"Heteroscelus incanus","Wandering Tattler","Scolopacidae","Birds"
"Contopus sordidulus","Western Wood-Pewee","Tyrannidae","Birds"
"Campylorhynchus jocosus","Boucard's Wren","Troglodytidae","Birds"
"Carpodacus purpureus","Purple Finch","Fringillidae","Birds"
"Melanerpes aurifrons","Golden-Fronted Woodpecker","Picidae","Birds"
"Troglodytes rufociliatus","Rufous Browed Wren","Troglodytidae","Birds"
"Patagioenas fasciata","Band-Tailed Pigeon","Columbidae","Birds"
"Passerculus sandwichensis","Savannah Sparrow","Emberizidae","Birds"
"Buteo platypterus","Broad-Winged Hawk","Accipitridae","Birds"
"Sula nebouxii","Blue-Footed Booby","Sulidae","Birds"
"Odontophorus hyperythrus","Chestnut Wood-Quail","Odontophoridae","Birds"
"Cynanthus sordidus","Dusky Hummingbird","Trochilidae","Birds"
"Columba livia","Rock Dove","Columbidae","Birds"
"Strix nigrolineata","Black-And-White Owl","Strigidae","Birds"
"Sporophila americana","Wing-Barred Seedeater","Emberizidae","Birds"
"Gymnogyps californianus","California Condor","Cathartidae","Birds"
"Wilsonia citrina","Hooded Warbler","Parulidae","Birds"
"Xiphocolaptes promeropirhynchus","Strong Billed Woodcreeper","Dendrocolaptidae","Birds"
"Limnodromus griseus","Short-Billed Dowitcher","Scolopacidae","Birds"
"Sterna anaethetus","Bridled Tern","Laridae","Birds"
"Falco mexicanus","Prairie Falcon","Falconidae","Birds"
"Sicalis luteola","Grassland Yellow-Finch","Emberizidae","Birds"
"Cardinalis sinuatus","Pyrrhuloxia","Cardinalidae","Birds"
